gene	ensgid	group	in_B3	in_F144	lof_pLI	lof_LOEUF	mis_z	pli_ge_09	loeuf_lt_035	mis_z_top_decile	mis_z_ge_309	biological_category	biological_source
UGT3A2	ENSG00000168671	bg	False	False	1.6319e-09	1.08	0.82556	False	False	False	False		
UGT8	ENSG00000174607	bg	False	False	0.99869	0.44	2.4068	True	False	False	False		
UHMK1	ENSG00000152332	bg	False	False	0.25893	0.621	1.1392	False	False	False	False		
UHRF1	ENSG00000276043	bg	False	False	1.0	0.171	5.1832	True	True	True	True		
UHRF1BP1	ENSG00000065060	bg	False	False	7.9991e-14	0.679	2.5595	False	False	False	False		
UHRF1BP1L	ENSG00000111647	bg	False	False	3.252e-05	0.578	1.7257	False	False	False	False		
UHRF2	ENSG00000147854	bg	False	False	1.0	0.321	3.7567	True	True	True	True		
UIMC1	ENSG00000087206	bg	False	False	0.076965	0.566	0.70243	False	False	False	False		
ULBP1	ENSG00000111981	bg	False	False	1.4998e-10	1.429	-1.0082	False	False	False	False		
ULBP2	ENSG00000131015	bg	False	False	8.0356e-08	1.414	0.0401	False	False	False	False		
ULBP3	ENSG00000131019	bg	False	False	4.3629e-08	1.312	0.3481	False	False	False	False		
ULK1	ENSG00000177169	bg	False	False	6.7362e-05	0.61	0.0089357	False	False	False	False		
ULK2	ENSG00000083290	bg	False	False	4.7394e-13	0.766	1.6014	False	False	False	False		
ULK3	ENSG00000140474	bg	False	False	1.5824e-17	1.161	-0.33036	False	False	False	False		
ULK4	ENSG00000168038	bg	False	False	4.7633e-28	0.943	-0.18097	False	False	False	False		
UMOD	ENSG00000169344	bg	False	False	9.1231e-23	1.241	0.49359	False	False	False	False		
UMODL1	ENSG00000177398	bg	False	False	6.5486e-37	1.077	0.26798	False	False	False	False		
UMPS	ENSG00000114491	bg	False	False	0.0026796	0.735	1.3517	False	False	False	False		
UNC119	ENSG00000109103	bg	False	False	0.00011263	1.139	-0.2325	False	False	False	False		
UNC119B	ENSG00000175970	bg	False	False	0.00017027	1.172	-0.8277	False	False	False	False		
UNC13A	ENSG00000130477	bg	False	False	1.0	0.389	5.2074	True	False	True	True		
UNC13B	ENSG00000198722	bg	False	False	9.2468e-27	0.734	2.5985	False	False	False	False		
UNC13C	ENSG00000137766	bg	False	False	2.4291e-34	0.857	-1.3608	False	False	False	False		
UNC13D	ENSG00000092929	bg	False	False	4.4142000000000005e-31	0.923	0.44179	False	False	False	False		
UNC45A	ENSG00000140553	bg	False	False	1.6182000000000001e-19	0.885	0.75097	False	False	False	False		
UNC45B	ENSG00000141161	bg	False	False	5.681599999999999e-21	0.969	-0.24564	False	False	False	False		
UNC50	ENSG00000115446	bg	False	False	1.3259e-06	1.011	1.5179	False	False	False	False		
UNC5A	ENSG00000113763	bg	False	False	1.0	0.346	3.2229	True	True	True	True		
UNC5B	ENSG00000107731	bg	False	False	5.7372e-09	0.692	0.92217	False	False	False	False		
UNC5C	ENSG00000182168	bg	False	False	1.7708e-05	0.646	1.6698	False	False	False	False		
UNC5CL	ENSG00000124602	bg	False	False	1.9055e-11	0.983	1.0636	False	False	False	False		
UNC5D	ENSG00000156687	bg	False	False	0.99484	0.473	2.5107	True	False	False	False		
UNC80	ENSG00000144406	bg	False	False	0.0041479	0.48	5.0069	False	False	True	True		
UNC93A	ENSG00000112494	bg	False	False	3.6002e-14	1.134	-0.088581	False	False	False	False		
UNC93B1	ENSG00000110057	bg	False	False	1.2598e-09	1.059	-0.42779	False	False	False	False		
UNCX	ENSG00000164853	bg	False	False	0.17398	1.105	-3.1703	False	False	False	False		
UNG	ENSG00000076248	bg	False	False	2.5181e-11	1.22	0.31457	False	False	False	False		
UNK	ENSG00000132478	bg	False	False	0.99183	0.48	3.2349	True	False	True	True		
UNKL	ENSG00000059145	bg	False	False	3.2611e-21	1.313	-3.1938	False	False	False	False		
UPB1	ENSG00000100024	bg	False	False	7.0966e-11	0.982	0.54908	False	False	False	False		
UPF1	ENSG00000005007	bg	False	False	1.0	0.125	6.8453	True	True	True	True		
UPF2	ENSG00000151461	bg	False	False	1.0	0.159	3.7645	True	True	True	True		
UPF3A	ENSG00000169062	bg	False	False	1.769e-11	1.198	-0.38457	False	False	False	False		
UPK1B	ENSG00000114638	bg	False	False	1.8431e-06	1.031	0.22354	False	False	False	False		
UPK2	ENSG00000110375	bg	False	False	2.9339e-08	1.751	0.3198	False	False	False	False		
UPK3A	ENSG00000100373	bg	False	False	5.2534e-13	1.574	0.056867	False	False	False	False		
UPK3B	ENSG00000243566	bg	False	False	1.0306e-06	1.24	0.33568	False	False	False	False		
UPK3BL1	ENSG00000267368	bg	False	False	0.57903	1.236	1.542	False	False	False	False		
UPP1	ENSG00000183696	bg	False	False	5.0284e-06	1.104	1.0354	False	False	False	False		
UPP2	ENSG00000007001	bg	False	False	2.1521e-05	1.098	0.41468	False	False	False	False		
UQCC1	ENSG00000101019	bg	False	False	4.6718e-09	1.14	0.1872	False	False	False	False		
UQCC3	ENSG00000204922	bg	False	False	0.001616	1.81	-0.64806	False	False	False	False		
UQCR10	ENSG00000184076	bg	False	False	0.0058133	1.723	-0.47544	False	False	False	False		
UQCR11	ENSG00000127540	bg	False	False	4.9043e-05	1.897	-0.57496	False	False	False	False		
UQCRB	ENSG00000156467	bg	False	False	0.0051472	0.952	-0.11622	False	False	False	False		
UQCRC1	ENSG00000010256	bg	False	False	2.8097e-06	0.763	0.69681	False	False	False	False		
UQCRC2	ENSG00000140740	bg	False	False	6.0679e-15	1.118	1.0826	False	False	False	False		
UQCRFS1	ENSG00000169021	bg	False	False	0.34234	0.796	2.1575	False	False	False	False		
UQCRH	ENSG00000173660	bg	False	False	6.9522e-05	1.285	0.88932	False	False	False	False		
UQCRQ	ENSG00000164405	bg	False	False	0.00040915	1.728	0.24133	False	False	False	False		
URAD	ENSG00000183463	bg	False	False	0.026919	1.917	-1.365	False	False	False	False		
URB1	ENSG00000142207	bg	False	False	3.7366e-49	0.913	1.4524	False	False	False	False		
URB2	ENSG00000135763	bg	False	False	1.7775e-18	0.786	1.3097	False	False	False	False		
URGCP	ENSG00000106608	bg	False	False	0.1444	0.654	3.5705	False	False	True	True		
URI1	ENSG00000105176	bg	False	False	1.7904e-07	0.841	-0.21647	False	False	False	False		
URM1	ENSG00000167118	bg	False	False	0.011817	0.986	0.16382	False	False	False	False		
UROC1	ENSG00000159650	bg	False	False	3.7795000000000003e-25	1.059	0.59702	False	False	False	False		
UROD	ENSG00000126088	bg	False	False	2.0406e-08	0.914	1.9357	False	False	False	False		
UROS	ENSG00000188690	bg	False	False	0.0035232	0.758	0.73448	False	False	False	False		
USB1	ENSG00000103005	bg	False	False	3.1388e-05	1.016	0.5823	False	False	False	False		
USE1	ENSG00000053501	bg	False	False	2.1697e-10	1.188	0.37695	False	False	False	False		
USF1	ENSG00000158773	bg	False	False	0.020881	0.658	2.2508	False	False	False	False		
USF2	ENSG00000105698	bg	False	False	0.037239	0.71	0.11466	False	False	False	False		
USF3	ENSG00000176542	bg	False	False	1.0	0.258	2.7954	True	True	False	False		
USH1C	ENSG00000006611	bg	False	False	1.9134999999999998e-22	0.876	0.057774	False	False	False	False		
USH1G	ENSG00000182040	bg	False	False	7.5614e-09	1.205	-0.45511	False	False	False	False		
USH2A	ENSG00000042781	bg	False	False	2.7327e-115	0.855	0.11215	False	False	False	False		
USHBP1	ENSG00000130307	bg	False	False	4.3688e-20	1.059	0.024964	False	False	False	False		
USO1	ENSG00000138768	bg	False	False	2.5227e-07	0.649	1.354	False	False	False	False		
USP1	ENSG00000162607	bg	False	False	1.0	0.366	1.8833	True	False	False	False		
USP10	ENSG00000103194	bg	False	False	0.99997	0.404	-0.18796	True	False	False	False		
USP12	ENSG00000152484	bg	False	False	0.46931	0.6	3.4935	False	False	True	True		
USP13	ENSG00000058056	bg	False	False	1.5357e-13	0.767	1.9209	False	False	False	False		
USP14	ENSG00000101557	bg	False	False	0.08326	0.627	1.9102	False	False	False	False		
USP15	ENSG00000135655	bg	False	False	1.0	0.196	4.0277	True	True	True	True		
USP16	ENSG00000156256	bg	False	False	1.3198e-17	1.006	0.43005	False	False	False	False		
USP17L1	ENSG00000230549	bg	False	False	4.1639e-10	1.954	-2.6286	False	False	False	False		
USP17L2	ENSG00000223443	bg	False	False	7.4771e-13	1.789	-2.6304	False	False	False	False		
USP17L4	ENSG00000236125	bg	False	False	0.003319	1.937	-0.6987	False	False	False	False		
USP17L7	ENSG00000226430	bg	False	False	3.7776999999999995e-21	1.969	-5.6456	False	False	False	False		
USP18	ENSG00000184979	bg	False	False	0.99638	0.459	1.9593	True	False	False	False		
USP19	ENSG00000172046	bg	False	False	1.0	0.297	3.3132	True	True	True	True		
USP2	ENSG00000036672	bg	False	False	0.0028423	0.623	1.4887	False	False	False	False		
USP20	ENSG00000136878	bg	False	False	5.0421e-17	0.784	2.1796	False	False	False	False		
USP21	ENSG00000143258	bg	False	False	4.9894e-05	0.671	2.538	False	False	False	False		
USP22	ENSG00000124422	bg	False	False	0.9834	0.494	3.3805	True	False	True	True		
USP24	ENSG00000162402	bg	False	False	1.0	0.361	4.1357	True	False	True	True		
USP25	ENSG00000155313	bg	False	False	3.1757e-08	0.635	1.3384	False	False	False	False		
USP29	ENSG00000131864	bg	False	False	0.12362	1.929	0.2885	False	False	False	False		
USP3	ENSG00000140455	bg	False	False	0.99865	0.456	2.3331	True	False	False	False		
USP30	ENSG00000135093	bg	False	False	2.2078e-06	0.757	1.8904	False	False	False	False		
USP31	ENSG00000103404	bg	False	False	0.9703	0.486	0.28637	True	False	False	False		
USP32	ENSG00000170832	bg	False	False	1.0	0.374	6.2645	True	False	True	True		
USP33	ENSG00000077254	bg	False	False	0.98903	0.48	2.5347	True	False	False	False		
USP34	ENSG00000115464	bg	False	False	1.0	0.152	1.9038	True	True	False	False		
USP35	ENSG00000118369	bg	False	False	3.6602e-21	1.082	-2.1889	False	False	False	False		
USP36	ENSG00000055483	bg	False	False	1.085e-07	0.645	0.18608	False	False	False	False		
USP37	ENSG00000135913	bg	False	False	1.0	0.281	3.0618	True	True	True	False		
USP38	ENSG00000170185	bg	False	False	3.3257e-05	0.641	1.4786	False	False	False	False		
USP39	ENSG00000168883	bg	False	False	9.2464e-07	0.744	1.5646	False	False	False	False		
USP4	ENSG00000114316	bg	False	False	4.1083e-12	0.723	2.1405	False	False	False	False		
USP40	ENSG00000085982	bg	False	False	1.3534e-38	1.085	0.22888	False	False	False	False		
USP42	ENSG00000106346	bg	False	False	1.0	0.357	-4.1265	True	False	False	False		
USP43	ENSG00000154914	bg	False	False	0.013274	0.602	0.58119	False	False	False	False		
USP44	ENSG00000136014	bg	False	False	1.4394e-16	1.034	1.6962	False	False	False	False		
USP45	ENSG00000123552	bg	False	False	3.5556e-16	1.09	0.70067	False	False	False	False		
USP46	ENSG00000109189	bg	False	False	0.98994	0.482	3.2505	True	False	True	True		
USP47	ENSG00000170242	bg	False	False	1.0	0.318	2.7799	True	True	False	False		
USP48	ENSG00000090686	bg	False	False	1.0	0.373	4.46	True	False	True	True		
USP49	ENSG00000164663	bg	False	False	0.34172	0.576	2.1336	False	False	False	False		
USP5	ENSG00000111667	bg	False	False	1.0	0.329	4.3427	True	True	True	True		
USP50	ENSG00000170236	bg	False	False	1.6508e-13	1.268	0.67304	False	False	False	False		
USP53	ENSG00000145390	bg	False	False	4.8836e-16	0.907	1.5966	False	False	False	False		
USP54	ENSG00000166348	bg	False	False	6.9719e-09	0.585	2.9022	False	False	True	False		
USP6	ENSG00000129204	bg	False	False	5.822e-29	0.853	2.3097	False	False	False	False		
USP6NL	ENSG00000148429	bg	False	False	0.0040365	0.707	-0.93482	False	False	False	False		
USP7	ENSG00000187555	bg	False	False	1.0	0.085	6.8707	True	True	True	True		
USP8	ENSG00000138592	bg	False	False	1.0	0.28	2.9342	True	True	True	False		
USPL1	ENSG00000132952	bg	False	False	0.0004456	0.751	0.99864	False	False	False	False		
UST	ENSG00000111962	bg	False	False	0.013997	0.719	0.57432	False	False	False	False		
UTF1	ENSG00000171794	bg	False	False	6.381e-07	1.975	-4.866	False	False	False	False		
UTP11	ENSG00000183520	bg	False	False	6.3009e-08	1.071	0.71409	False	False	False	False		
UTP14C	ENSG00000253797	bg	False	False	0.0047356	1.099	1.3388	False	False	False	False		
UTP15	ENSG00000164338	bg	False	False	1.0	0.194	2.1151	True	True	False	False		
UTP18	ENSG00000011260	bg	False	False	1.0128e-06	0.838	-0.58191	False	False	False	False		
UTP20	ENSG00000120800	bg	False	False	2.9455e-11	0.545	2.2004	False	False	False	False		
UTP23	ENSG00000147679	bg	False	False	0.011332	0.884	0.35896	False	False	False	False		
UTP25	ENSG00000117597	bg	False	False	2.1405e-09	0.76	1.3389	False	False	False	False		
UTP3	ENSG00000132467	bg	False	False	0.018669	0.694	1.5051	False	False	False	False		
UTP4	ENSG00000141076	bg	False	False	8.2021e-08	0.766	0.99697	False	False	False	False		
UTP6	ENSG00000108651	bg	False	False	9.4274e-07	0.672	1.4496	False	False	False	False		
UTRN	ENSG00000152818	bg	False	False	2.1629e-47	0.665	1.619	False	False	False	False		
UTS2	ENSG00000049247	bg	False	False	0.0028348	1.299	0.17841	False	False	False	False		
UTS2B	ENSG00000188958	bg	False	False	0.094239	1.591	-0.28674	False	False	False	False		
UVRAG	ENSG00000198382	bg	False	False	0.99676	0.468	1.5198	True	False	False	False		
UVSSA	ENSG00000163945	bg	False	False	2.9612000000000004e-25	1.214	-1.8844	False	False	False	False		
UXS1	ENSG00000115652	bg	False	False	3.6276e-05	0.805	1.4533	False	False	False	False		
VAC14	ENSG00000103043	bg	False	False	1.7656e-06	0.681	2.0166	False	False	False	False		
VAMP1	ENSG00000139190	bg	False	False	0.00015246	1.282	1.0875	False	False	False	False		
VAMP2	ENSG00000220205	bg	False	False	0.99957	0.176	1.7472	True	True	False	False		
VAMP3	ENSG00000049245	bg	False	False	0.0073335	0.974	0.36102	False	False	False	False		
VAMP4	ENSG00000117533	bg	False	False	0.0041817	1.584	0.44505	False	False	False	False		
VAMP5	ENSG00000168899	bg	False	False	0.00022399	1.668	0.73359	False	False	False	False		
VAMP8	ENSG00000118640	bg	False	False	0.001028	1.519	0.7189	False	False	False	False		
VANGL1	ENSG00000173218	bg	False	False	0.90849	0.531	0.59999	True	False	False	False		
VANGL2	ENSG00000162738	bg	False	False	0.99957	0.426	2.547	True	False	False	False		
VAPA	ENSG00000101558	bg	False	False	0.99468	0.403	0.54194	True	False	False	False		
VAPB	ENSG00000124164	bg	False	False	0.52375	0.699	0.69832	False	False	False	False		
VARS1	ENSG00000204394	bg	False	False	2.7777e-14	0.663	3.4951	False	False	True	True		
VASH1	ENSG00000071246	bg	False	False	0.0020979	0.856	-0.65337	False	False	False	False		
VASH2	ENSG00000143494	bg	False	False	9.2281e-08	1.013	0.56506	False	False	False	False		
VASN	ENSG00000168140	bg	False	False	2.3087e-06	1.904	-0.93642	False	False	False	False		
VASP	ENSG00000125753	bg	False	False	0.00013286	0.746	0.096124	False	False	False	False		
VAT1	ENSG00000108828	bg	False	False	1.1399e-06	1.02	1.5325	False	False	False	False		
VAT1L	ENSG00000171724	bg	False	False	6.0321e-10	1.061	-1.2735	False	False	False	False		
VAV1	ENSG00000141968	bg	False	False	1.0	0.353	4.1043	True	False	True	True		
VAV2	ENSG00000160293	bg	False	False	7.3084e-08	0.623	2.4757	False	False	False	False		
VAV3	ENSG00000134215	bg	False	False	4.1733e-15	0.842	1.0975	False	False	False	False		
VAX1	ENSG00000148704	bg	False	False	0.65801	0.678	0.20949	False	False	False	False		
VAX2	ENSG00000116035	bg	False	False	0.00046861	1.508	-2.0296	False	False	False	False		
VCAM1	ENSG00000162692	bg	False	False	4.1798e-09	0.837	1.4491	False	False	False	False		
VCAN	ENSG00000038427	bg	False	False	1.0	0.223	2.6822	True	True	False	False		
VCL	ENSG00000035403	bg	False	False	0.99858	0.461	4.2503	True	False	True	True		
VCP	ENSG00000165280	bg	False	False	1.0	0.134	8.1717	True	True	True	True		
VCPIP1	ENSG00000175073	bg	False	False	1.0	0.158	4.5362	True	True	True	True		
VCPKMT	ENSG00000100483	bg	False	False	1.2538e-09	1.665	-1.3973	False	False	False	False		
VDAC1	ENSG00000213585	bg	False	False	0.94588	0.537	2.2601	True	False	False	False		
VDAC2	ENSG00000165637	bg	False	False	0.99998	0.274	2.0592	True	True	False	False		
VDAC3	ENSG00000078668	bg	False	False	0.99812	0.422	1.7561	True	False	False	False		
VDR	ENSG00000111424	bg	False	False	0.01086	0.714	2.1968	False	False	False	False		
VEGFA	ENSG00000112715	bg	False	False	0.19093	0.61	0.20402	False	False	False	False		
VEGFB	ENSG00000173511	bg	False	False	1.5179e-09	1.546	-1.2498	False	False	False	False		
VEGFC	ENSG00000150630	bg	False	False	0.99987	0.379	0.72619	True	False	False	False		
VENTX	ENSG00000151650	bg	False	False	1.837e-05	1.898	-1.1104	False	False	False	False		
VEPH1	ENSG00000197415	bg	False	False	9.2591e-24	1.068	0.8436	False	False	False	False		
VEZF1	ENSG00000136451	bg	False	False	1.0	0.173	4.5488	True	True	True	True		
VEZT	ENSG00000028203	bg	False	False	2.5215e-05	0.677	0.54753	False	False	False	False		
VGF	ENSG00000128564	bg	False	False	0.0087665	0.864	-2.4917	False	False	False	False		
VGLL2	ENSG00000170162	bg	False	False	5.8253e-06	1.219	-2.6411	False	False	False	False		
VGLL3	ENSG00000206538	bg	False	False	0.00063244	0.934	-0.56028	False	False	False	False		
VGLL4	ENSG00000144560	bg	False	False	0.48617	0.818	0.10415	False	False	False	False		
VHL	ENSG00000134086	bg	False	False	0.0019543	0.987	-1.1373	False	False	False	False		
VHLL	ENSG00000189030	bg	False	False	0.0025936	1.709	0.79142	False	False	False	False		
VIL1	ENSG00000127831	bg	False	False	5.2569999999999997e-23	0.946	1.7689	False	False	False	False		
VILL	ENSG00000136059	bg	False	False	7.3624e-33	1.107	0.82258	False	False	False	False		
VIM	ENSG00000026025	bg	False	False	0.86008	0.542	0.8557	False	False	False	False		
VIP	ENSG00000146469	bg	False	False	8.7112e-06	1.468	0.26004	False	False	False	False		
VIPAS39	ENSG00000151445	bg	False	False	3.0665e-15	0.87	1.9934	False	False	False	False		
VIPR1	ENSG00000114812	bg	False	False	1.6167e-23	1.336	-0.63565	False	False	False	False		
VIPR2	ENSG00000106018	bg	False	False	8.4268e-13	1.045	0.44403	False	False	False	False		
VIRMA	ENSG00000164944	bg	False	False	0.99994	0.439	3.6977	True	False	True	True		
VIT	ENSG00000205221	bg	False	False	4.958499999999999e-40	1.454	-2.5571	False	False	False	False		
VKORC1	ENSG00000167397	bg	False	False	0.00070204	1.172	-0.10044	False	False	False	False		
VKORC1L1	ENSG00000196715	bg	False	False	0.91663	0.565	1.2311	True	False	False	False		
VLDLR	ENSG00000147852	bg	False	False	6.079e-18	0.828	-0.99818	False	False	False	False		
VMAC	ENSG00000187650	bg	False	False	3.4094e-05	1.977	-1.6982	False	False	False	False		
VMO1	ENSG00000182853	bg	False	False	1.0738e-05	1.727	-0.31445	False	False	False	False		
VMP1	ENSG00000062716	bg	False	False	1.0	0.192	3.2569	True	True	True	True		
VN1R2	ENSG00000196131	bg	False	False	0.29297	1.892	1.0395	False	False	False	False		
VNN1	ENSG00000112299	bg	False	False	6.8163e-07	0.893	0.23321	False	False	False	False		
VNN2	ENSG00000112303	bg	False	False	2.9929e-13	1.205	-0.16885	False	False	False	False		
VOPP1	ENSG00000154978	bg	False	False	0.030996	1.011	0.48713	False	False	False	False		
VPREB1	ENSG00000169575	bg	False	False	7.8273e-08	1.855	-0.028454	False	False	False	False		
VPREB3	ENSG00000128218	bg	False	False	9.6187e-06	1.592	-0.042633	False	False	False	False		
VPS11	ENSG00000160695	bg	False	False	8.2648e-05	0.597	3.0225	False	False	True	False		
VPS13A	ENSG00000197969	bg	False	False	4.2316000000000003e-35	0.696	2.6109	False	False	False	False		
VPS13B	ENSG00000132549	bg	False	False	2.3165000000000002e-55	0.708	2.4646	False	False	False	False		
VPS13C	ENSG00000129003	bg	False	False	2.0136999999999997e-66	0.857	-1.3143	False	False	False	False		
VPS13D	ENSG00000048707	bg	False	False	1.0	0.426	4.5204	True	False	True	True		
VPS16	ENSG00000215305	bg	False	False	1.8091e-18	0.813	2.3277	False	False	False	False		
VPS18	ENSG00000104142	bg	False	False	0.99984	0.434	1.686	True	False	False	False		
VPS25	ENSG00000131475	bg	False	False	2.8411e-05	1.023	1.6535	False	False	False	False		
VPS26A	ENSG00000122958	bg	False	False	0.00029718	0.875	1.8261	False	False	False	False		
VPS26B	ENSG00000151502	bg	False	False	0.98826	0.487	2.6349	True	False	False	False		
VPS26C	ENSG00000157538	bg	False	False	0.00082691	0.849	1.5211	False	False	False	False		
VPS28	ENSG00000160948	bg	False	False	1.8583e-08	1.476	0.81172	False	False	False	False		
VPS29	ENSG00000111237	bg	False	False	0.99668	0.355	2.4897	True	False	False	False		
VPS33A	ENSG00000139719	bg	False	False	0.082375	0.583	2.0526	False	False	False	False		
